transaction_id,timestamp,amount,sender_bank,receiver_bank,payment_method,upi_app,bank_health,latency_ms,payment_status,timeout,error_code
TXN0046753,2026-01-15 00:00:19,132.13,PNB,PNB,UPI,Paytm,NORMAL,1316.79,SUCCESS,0,NONE
TXN0046754,2026-01-15 00:05:47,726.24,SBI,PNB,UPI,PhonePe,NORMAL,775.1,SUCCESS,0,NONE
TXN0046755,2026-01-15 00:07:09,2864.75,PNB,ICICI,UPI,PhonePe,NORMAL,1068.81,SUCCESS,0,NONE
TXN0046756,2026-01-15 00:09:45,747.21,IDFC,BOB,UPI,Paytm,NORMAL,621.34,SUCCESS,0,NONE
TXN0046757,2026-01-15 00:10:02,183.5,HDFC,SBI,UPI,PhonePe,NORMAL,999.3,SUCCESS,0,NONE
TXN0046758,2026-01-15 00:12:29,1076.46,INDUSIND,CANARA,UPI,PhonePe,NORMAL,1485.54,SUCCESS,0,NONE
TXN0046759,2026-01-15 00:13:18,149.06,BOB,INDUSIND,UPI,GooglePay,NORMAL,1193.29,SUCCESS,0,NONE
TXN0046760,2026-01-15 00:14:20,221.53,ICICI,ICICI,UPI,BHIM,NORMAL,845.13,SUCCESS,0,NONE
TXN0046761,2026-01-15 00:18:13,3015.93,SBI,PNB,UPI,BHIM,NORMAL,1695.89,SUCCESS,0,NONE
TXN0046762,2026-01-15 00:20:32,97.04,AXIS,HDFC,UPI,BHIM,NORMAL,883.46,SUCCESS,0,NONE
TXN0046763,2026-01-15 00:22:38,1345.02,PNB,IDFC,UPI,GooglePay,NORMAL,1443.58,SUCCESS,0,NONE
TXN0046764,2026-01-15 00:24:37,1141.98,CANARA,BOB,UPI,GooglePay,NORMAL,1310.16,SUCCESS,0,NONE
TXN0046765,2026-01-15 00:26:06,1051.96,SBI,AXIS,UPI,GooglePay,NORMAL,2515.81,SUCCESS,0,NONE
TXN0046766,2026-01-15 00:26:11,228.17,PNB,IDFC,UPI,Paytm,NORMAL,397.39,SUCCESS,0,NONE
TXN0046767,2026-01-15 00:26:21,629.86,KOTAK,BOB,UPI,PhonePe,NORMAL,765.35,SUCCESS,0,NONE
TXN0046768,2026-01-15 00:27:19,232.62,IDFC,SBI,UPI,Paytm,NORMAL,872.51,SUCCESS,0,NONE
TXN0046769,2026-01-15 00:36:25,193.8,INDUSIND,KOTAK,UPI,BHIM,NORMAL,887.82,SUCCESS,0,NONE
TXN0046770,2026-01-15 00:38:45,403.97,INDUSIND,SBI,UPI,Paytm,NORMAL,919.75,SUCCESS,0,NONE
TXN0046771,2026-01-15 00:44:11,106.61,INDUSIND,BOB,UPI,Paytm,NORMAL,1182.94,SUCCESS,0,NONE
TXN0046772,2026-01-15 00:46:17,527.26,KOTAK,INDUSIND,UPI,BHIM,NORMAL,874.63,SUCCESS,0,NONE
TXN0046773,2026-01-15 00:47:59,351.01,BOB,BOB,UPI,Paytm,NORMAL,1619.53,SUCCESS,0,NONE
TXN0046774,2026-01-15 00:49:58,664.67,SBI,KOTAK,UPI,BHIM,NORMAL,791.61,SUCCESS,0,NONE
TXN0046775,2026-01-15 00:50:50,266.02,AXIS,SBI,UPI,BHIM,NORMAL,871.58,SUCCESS,0,NONE
TXN0046776,2026-01-15 00:51:55,171.4,HDFC,BOB,UPI,PhonePe,NORMAL,468.65,SUCCESS,0,NONE
TXN0046777,2026-01-15 00:53:09,632.97,KOTAK,HDFC,UPI,PhonePe,NORMAL,962.36,SUCCESS,0,NONE
TXN0046778,2026-01-15 01:01:44,236.28,INDUSIND,PNB,UPI,BHIM,NORMAL,1265.46,SUCCESS,0,NONE
TXN0046779,2026-01-15 01:01:56,918.44,INDUSIND,SBI,UPI,Paytm,NORMAL,927.44,SUCCESS,0,NONE
TXN0046780,2026-01-15 01:03:07,192.17,ICICI,BOB,UPI,Paytm,NORMAL,944.12,SUCCESS,0,NONE
TXN0046781,2026-01-15 01:03:28,551.59,BOB,IDFC,UPI,PhonePe,NORMAL,1474.44,SUCCESS,0,NONE
TXN0046782,2026-01-15 01:09:15,313.78,BOB,INDUSIND,UPI,GooglePay,NORMAL,979.69,SUCCESS,0,NONE
TXN0046783,2026-01-15 01:11:38,387.35,HDFC,INDUSIND,UPI,PhonePe,NORMAL,1270.02,SUCCESS,0,NONE
TXN0046784,2026-01-15 01:14:10,356.99,PNB,BOB,UPI,GooglePay,NORMAL,1370.0,SUCCESS,0,NONE
TXN0046785,2026-01-15 01:16:31,270.62,PNB,INDUSIND,UPI,Paytm,NORMAL,999.18,SUCCESS,0,NONE
TXN0046786,2026-01-15 01:25:39,391.75,HDFC,HDFC,UPI,BHIM,NORMAL,825.55,SUCCESS,0,NONE
TXN0046787,2026-01-15 01:33:35,680.69,KOTAK,ICICI,UPI,GooglePay,NORMAL,828.92,SUCCESS,0,NONE
TXN0046788,2026-01-15 01:36:25,609.57,KOTAK,INDUSIND,UPI,GooglePay,NORMAL,578.39,SUCCESS,0,NONE
TXN0046789,2026-01-15 01:36:50,238.81,ICICI,KOTAK,UPI,PhonePe,NORMAL,1702.58,SUCCESS,0,NONE
TXN0046790,2026-01-15 01:36:59,5235.58,AXIS,SBI,UPI,BHIM,NORMAL,1814.82,SUCCESS,0,NONE
TXN0046791,2026-01-15 01:38:18,502.5,BOB,PNB,UPI,BHIM,NORMAL,2056.46,SUCCESS,0,NONE
TXN0046792,2026-01-15 01:38:19,322.0,PNB,SBI,UPI,BHIM,NORMAL,1861.05,SUCCESS,0,NONE
TXN0046793,2026-01-15 01:45:42,281.98,KOTAK,PNB,UPI,BHIM,NORMAL,2334.37,SUCCESS,0,NONE
TXN0046794,2026-01-15 01:49:16,142.19,BOB,ICICI,UPI,BHIM,NORMAL,812.8,SUCCESS,0,NONE
TXN0046795,2026-01-15 01:49:29,190.46,AXIS,AXIS,UPI,BHIM,NORMAL,1238.51,SUCCESS,0,NONE
TXN0046796,2026-01-15 01:50:31,275.63,INDUSIND,SBI,UPI,BHIM,NORMAL,1211.38,SUCCESS,0,NONE
TXN0046797,2026-01-15 01:51:59,171.39,INDUSIND,BOB,UPI,GooglePay,NORMAL,1009.7,SUCCESS,0,NONE
TXN0046798,2026-01-15 01:54:42,164.86,SBI,CANARA,UPI,GooglePay,NORMAL,794.76,SUCCESS,0,NONE
TXN0046799,2026-01-15 01:58:53,516.46,SBI,PNB,UPI,BHIM,NORMAL,883.53,SUCCESS,0,NONE
TXN0046800,2026-01-15 02:01:55,1274.99,IDFC,ICICI,UPI,GooglePay,NORMAL,1144.08,SUCCESS,0,NONE
TXN0046801,2026-01-15 02:06:55,555.02,INDUSIND,KOTAK,UPI,PhonePe,NORMAL,853.17,SUCCESS,0,NONE
TXN0046802,2026-01-15 02:12:29,404.67,PNB,INDUSIND,UPI,PhonePe,NORMAL,1037.96,SUCCESS,0,NONE
TXN0046803,2026-01-15 02:16:21,1145.01,PNB,KOTAK,UPI,PhonePe,NORMAL,923.63,SUCCESS,0,NONE
TXN0046804,2026-01-15 02:23:56,339.28,IDFC,HDFC,UPI,Paytm,NORMAL,1091.28,SUCCESS,0,NONE
TXN0046805,2026-01-15 02:24:03,125.37,KOTAK,CANARA,UPI,GooglePay,NORMAL,1569.81,SUCCESS,0,NONE
TXN0046806,2026-01-15 02:24:33,447.04,KOTAK,IDFC,UPI,BHIM,NORMAL,1183.51,SUCCESS,0,NONE
TXN0046807,2026-01-15 02:26:33,2497.49,HDFC,ICICI,UPI,PhonePe,NORMAL,1089.85,SUCCESS,0,NONE
TXN0046808,2026-01-15 02:29:50,332.19,CANARA,KOTAK,UPI,BHIM,NORMAL,1184.4,SUCCESS,0,NONE
TXN0046809,2026-01-15 02:33:30,368.25,BOB,INDUSIND,UPI,BHIM,NORMAL,1156.41,SUCCESS,0,NONE
TXN0046810,2026-01-15 02:35:48,244.91,KOTAK,IDFC,UPI,BHIM,NORMAL,2285.92,SUCCESS,0,NONE
TXN0046811,2026-01-15 02:36:37,391.68,PNB,PNB,UPI,BHIM,NORMAL,875.52,FAILED,0,INSUFFICIENT_FUNDS
TXN0046812,2026-01-15 02:38:45,502.81,SBI,IDFC,UPI,Paytm,NORMAL,484.81,SUCCESS,0,NONE
TXN0046813,2026-01-15 02:40:21,298.14,CANARA,AXIS,UPI,BHIM,NORMAL,798.35,SUCCESS,0,NONE
TXN0046814,2026-01-15 02:40:43,133.58,SBI,BOB,UPI,GooglePay,NORMAL,544.02,SUCCESS,0,NONE
TXN0046815,2026-01-15 02:45:56,1119.31,ICICI,IDFC,UPI,GooglePay,NORMAL,1012.63,SUCCESS,0,NONE
TXN0046816,2026-01-15 02:47:14,186.11,PNB,BOB,UPI,PhonePe,NORMAL,669.74,SUCCESS,0,NONE
TXN0046817,2026-01-15 02:47:49,2310.14,SBI,BOB,UPI,Paytm,NORMAL,1550.99,SUCCESS,0,NONE
TXN0046818,2026-01-15 02:48:10,1592.81,AXIS,ICICI,UPI,PhonePe,NORMAL,712.55,SUCCESS,0,NONE
TXN0046819,2026-01-15 02:48:43,1296.17,AXIS,IDFC,UPI,PhonePe,NORMAL,1083.67,SUCCESS,0,NONE
TXN0046820,2026-01-15 03:00:16,383.62,ICICI,HDFC,UPI,GooglePay,NORMAL,1744.76,SUCCESS,0,NONE
TXN0046821,2026-01-15 03:01:58,1609.72,IDFC,INDUSIND,UPI,PhonePe,NORMAL,1241.86,SUCCESS,0,NONE
TXN0046822,2026-01-15 03:04:42,624.58,KOTAK,PNB,UPI,GooglePay,NORMAL,895.21,SUCCESS,0,NONE
TXN0046823,2026-01-15 03:09:01,292.57,PNB,AXIS,UPI,PhonePe,NORMAL,638.3,SUCCESS,0,NONE
TXN0046824,2026-01-15 03:11:03,2193.52,ICICI,SBI,UPI,Paytm,NORMAL,851.24,SUCCESS,0,NONE
TXN0046825,2026-01-15 03:14:46,400.1,KOTAK,AXIS,UPI,PhonePe,NORMAL,390.17,SUCCESS,0,NONE
TXN0046826,2026-01-15 03:15:01,38.59,BOB,KOTAK,UPI,GooglePay,NORMAL,908.53,SUCCESS,0,NONE
TXN0046827,2026-01-15 03:15:20,618.68,IDFC,PNB,UPI,Paytm,NORMAL,1157.29,SUCCESS,0,NONE
TXN0046828,2026-01-15 03:22:20,267.91,AXIS,KOTAK,UPI,Paytm,NORMAL,1007.76,SUCCESS,0,NONE
TXN0046829,2026-01-15 03:24:14,2513.05,BOB,BOB,UPI,GooglePay,NORMAL,676.75,SUCCESS,0,NONE
TXN0046830,2026-01-15 03:25:40,1043.64,ICICI,BOB,UPI,BHIM,NORMAL,1152.97,SUCCESS,0,NONE
TXN0046831,2026-01-15 03:26:20,728.02,SBI,INDUSIND,UPI,Paytm,NORMAL,2078.15,SUCCESS,0,NONE
TXN0046832,2026-01-15 03:27:29,308.37,INDUSIND,CANARA,UPI,GooglePay,NORMAL,1784.76,SUCCESS,0,NONE
TXN0046833,2026-01-15 03:28:26,315.75,ICICI,AXIS,UPI,PhonePe,NORMAL,1185.35,SUCCESS,0,NONE
TXN0046834,2026-01-15 03:32:30,1313.38,BOB,PNB,UPI,Paytm,NORMAL,932.39,SUCCESS,0,NONE
TXN0046835,2026-01-15 03:34:20,151.69,AXIS,IDFC,UPI,BHIM,NORMAL,1038.95,SUCCESS,0,NONE
TXN0046836,2026-01-15 03:36:07,181.53,INDUSIND,BOB,UPI,PhonePe,NORMAL,1357.67,SUCCESS,1,NONE
TXN0046837,2026-01-15 03:38:53,1929.22,IDFC,CANARA,UPI,BHIM,NORMAL,1171.23,SUCCESS,0,NONE
TXN0046838,2026-01-15 03:39:49,508.54,IDFC,BOB,UPI,GooglePay,NORMAL,694.35,SUCCESS,0,NONE
TXN0046839,2026-01-15 03:39:59,784.89,BOB,PNB,UPI,GooglePay,NORMAL,1675.1,SUCCESS,0,NONE
TXN0046840,2026-01-15 03:41:59,482.67,IDFC,INDUSIND,UPI,GooglePay,NORMAL,1753.56,SUCCESS,0,NONE
TXN0046841,2026-01-15 03:44:40,267.76,SBI,PNB,UPI,Paytm,NORMAL,1241.06,SUCCESS,0,NONE
TXN0046842,2026-01-15 03:48:15,133.98,BOB,CANARA,UPI,PhonePe,NORMAL,1663.55,SUCCESS,0,NONE
TXN0046843,2026-01-15 03:51:06,142.12,PNB,IDFC,UPI,PhonePe,NORMAL,2218.2,SUCCESS,0,NONE
TXN0046844,2026-01-15 03:52:42,386.57,PNB,IDFC,UPI,Paytm,NORMAL,814.4,SUCCESS,0,NONE
TXN0046845,2026-01-15 03:57:10,1411.18,ICICI,BOB,UPI,PhonePe,NORMAL,1192.72,SUCCESS,0,NONE
TXN0046846,2026-01-15 03:58:05,227.27,INDUSIND,BOB,UPI,GooglePay,NORMAL,1019.52,SUCCESS,0,NONE
TXN0046847,2026-01-15 03:58:10,460.65,INDUSIND,AXIS,UPI,PhonePe,NORMAL,2113.13,SUCCESS,0,NONE
TXN0046848,2026-01-15 03:58:48,63.1,ICICI,SBI,UPI,GooglePay,NORMAL,801.29,SUCCESS,0,NONE
TXN0046849,2026-01-15 04:00:52,779.81,IDFC,BOB,UPI,PhonePe,NORMAL,1641.2,SUCCESS,0,NONE
TXN0046850,2026-01-15 04:01:29,945.38,ICICI,KOTAK,UPI,Paytm,NORMAL,1815.99,SUCCESS,0,NONE
TXN0046851,2026-01-15 04:03:13,338.82,SBI,CANARA,UPI,Paytm,NORMAL,973.46,SUCCESS,0,NONE
TXN0046852,2026-01-15 04:14:45,103.41,CANARA,INDUSIND,UPI,GooglePay,NORMAL,815.01,SUCCESS,0,NONE
TXN0046853,2026-01-15 04:18:21,69.09,INDUSIND,SBI,UPI,Paytm,NORMAL,709.12,SUCCESS,0,NONE
TXN0046854,2026-01-15 04:18:25,343.9,AXIS,HDFC,UPI,Paytm,NORMAL,841.02,SUCCESS,0,NONE
TXN0046855,2026-01-15 04:22:13,286.78,SBI,ICICI,UPI,BHIM,NORMAL,1208.37,SUCCESS,0,NONE
TXN0046856,2026-01-15 04:22:53,477.91,INDUSIND,BOB,UPI,PhonePe,NORMAL,1573.78,SUCCESS,0,NONE
TXN0046857,2026-01-15 04:24:06,528.85,KOTAK,INDUSIND,UPI,BHIM,NORMAL,1335.59,SUCCESS,0,NONE
TXN0046858,2026-01-15 04:24:31,451.4,SBI,INDUSIND,UPI,PhonePe,NORMAL,1352.3,SUCCESS,0,NONE
TXN0046859,2026-01-15 04:28:07,388.2,KOTAK,BOB,UPI,Paytm,NORMAL,904.95,SUCCESS,0,NONE
TXN0046860,2026-01-15 04:29:40,50.23,PNB,PNB,UPI,Paytm,NORMAL,975.71,SUCCESS,0,NONE
TXN0046861,2026-01-15 04:32:38,531.43,PNB,SBI,UPI,PhonePe,NORMAL,2214.84,SUCCESS,0,NONE
TXN0046862,2026-01-15 04:33:13,106.95,KOTAK,IDFC,UPI,BHIM,NORMAL,574.82,SUCCESS,0,NONE
TXN0046863,2026-01-15 04:35:49,542.32,ICICI,SBI,UPI,BHIM,NORMAL,1453.33,SUCCESS,0,NONE
TXN0046864,2026-01-15 04:40:47,922.69,IDFC,INDUSIND,UPI,GooglePay,NORMAL,1652.89,SUCCESS,0,NONE
TXN0046865,2026-01-15 04:44:08,236.36,ICICI,BOB,UPI,Paytm,NORMAL,1039.71,SUCCESS,0,NONE
TXN0046866,2026-01-15 04:45:31,1562.2,SBI,AXIS,UPI,Paytm,NORMAL,1591.22,SUCCESS,0,NONE
TXN0046867,2026-01-15 04:46:29,670.37,CANARA,CANARA,UPI,Paytm,NORMAL,830.64,SUCCESS,0,NONE
TXN0046868,2026-01-15 04:47:52,1307.63,CANARA,KOTAK,UPI,PhonePe,NORMAL,1742.26,SUCCESS,0,NONE
TXN0046869,2026-01-15 04:52:27,502.51,AXIS,ICICI,UPI,PhonePe,NORMAL,590.46,SUCCESS,0,NONE
TXN0046870,2026-01-15 04:55:32,397.56,IDFC,ICICI,UPI,GooglePay,NORMAL,969.76,SUCCESS,0,NONE
TXN0046871,2026-01-15 04:55:53,1258.08,BOB,PNB,UPI,GooglePay,NORMAL,710.67,SUCCESS,0,NONE
TXN0046872,2026-01-15 05:03:29,979.86,ICICI,SBI,UPI,PhonePe,NORMAL,1464.74,SUCCESS,0,NONE
TXN0046873,2026-01-15 05:04:46,136.19,IDFC,IDFC,UPI,BHIM,NORMAL,1013.59,SUCCESS,0,NONE
TXN0046874,2026-01-15 05:04:51,112.73,KOTAK,SBI,UPI,GooglePay,NORMAL,1001.21,SUCCESS,0,NONE
TXN0046875,2026-01-15 05:05:24,730.39,HDFC,IDFC,UPI,BHIM,NORMAL,1249.84,SUCCESS,0,NONE
TXN0046876,2026-01-15 05:05:27,144.8,KOTAK,IDFC,UPI,Paytm,NORMAL,940.98,SUCCESS,0,NONE
TXN0046877,2026-01-15 05:07:40,732.22,PNB,ICICI,UPI,PhonePe,NORMAL,1266.44,SUCCESS,0,NONE
TXN0046878,2026-01-15 05:09:14,264.15,CANARA,SBI,UPI,PhonePe,NORMAL,890.37,SUCCESS,0,NONE
TXN0046879,2026-01-15 05:12:03,960.98,SBI,AXIS,UPI,Paytm,NORMAL,579.6,SUCCESS,0,NONE
TXN0046880,2026-01-15 05:12:16,187.19,INDUSIND,KOTAK,UPI,BHIM,NORMAL,887.85,SUCCESS,0,NONE
TXN0046881,2026-01-15 05:16:22,171.22,CANARA,AXIS,UPI,GooglePay,NORMAL,910.01,SUCCESS,0,NONE
TXN0046882,2026-01-15 05:17:29,283.21,IDFC,CANARA,UPI,Paytm,NORMAL,870.14,SUCCESS,0,NONE
TXN0046883,2026-01-15 05:21:18,393.09,HDFC,INDUSIND,UPI,PhonePe,NORMAL,714.38,SUCCESS,0,NONE
TXN0046884,2026-01-15 05:21:40,196.6,SBI,INDUSIND,UPI,GooglePay,NORMAL,1338.01,SUCCESS,0,NONE
TXN0046885,2026-01-15 05:26:39,167.65,ICICI,HDFC,UPI,PhonePe,NORMAL,459.58,SUCCESS,0,NONE
TXN0046886,2026-01-15 05:27:17,171.81,CANARA,BOB,UPI,Paytm,NORMAL,1627.21,SUCCESS,0,NONE
TXN0046887,2026-01-15 05:28:10,275.4,IDFC,HDFC,UPI,BHIM,NORMAL,913.02,SUCCESS,0,NONE
TXN0046888,2026-01-15 05:28:58,502.9,HDFC,BOB,UPI,BHIM,NORMAL,1497.46,SUCCESS,0,NONE
TXN0046889,2026-01-15 05:30:07,107.15,HDFC,BOB,UPI,GooglePay,NORMAL,1046.13,SUCCESS,0,NONE
TXN0046890,2026-01-15 05:30:22,591.07,IDFC,IDFC,UPI,GooglePay,NORMAL,1112.58,SUCCESS,1,NONE
TXN0046891,2026-01-15 05:30:35,481.2,CANARA,CANARA,UPI,GooglePay,NORMAL,914.72,SUCCESS,0,NONE
TXN0046892,2026-01-15 05:31:16,172.52,HDFC,INDUSIND,UPI,Paytm,NORMAL,549.55,SUCCESS,0,NONE
TXN0046893,2026-01-15 05:32:13,413.66,BOB,PNB,UPI,PhonePe,NORMAL,845.59,SUCCESS,0,NONE
TXN0046894,2026-01-15 05:35:19,137.64,AXIS,CANARA,UPI,Paytm,NORMAL,752.66,SUCCESS,0,NONE
TXN0046895,2026-01-15 05:36:52,291.64,SBI,ICICI,UPI,PhonePe,NORMAL,543.12,SUCCESS,0,NONE
TXN0046896,2026-01-15 05:38:03,351.16,AXIS,PNB,UPI,Paytm,NORMAL,517.06,SUCCESS,0,NONE
TXN0046897,2026-01-15 05:42:27,1634.84,SBI,INDUSIND,UPI,PhonePe,NORMAL,851.21,SUCCESS,0,NONE
TXN0046898,2026-01-15 05:42:43,686.41,BOB,KOTAK,UPI,GooglePay,NORMAL,972.33,SUCCESS,0,NONE
TXN0046899,2026-01-15 05:45:30,133.5,ICICI,BOB,UPI,GooglePay,NORMAL,2155.49,SUCCESS,0,NONE
TXN0046900,2026-01-15 05:45:49,119.25,SBI,HDFC,UPI,BHIM,NORMAL,852.36,SUCCESS,0,NONE
TXN0046901,2026-01-15 05:46:44,213.02,BOB,AXIS,UPI,Paytm,NORMAL,547.82,SUCCESS,0,NONE
TXN0046902,2026-01-15 05:47:34,136.06,KOTAK,KOTAK,UPI,Paytm,NORMAL,1673.03,SUCCESS,0,NONE
TXN0046903,2026-01-15 05:49:03,521.86,BOB,PNB,UPI,Paytm,NORMAL,1610.31,SUCCESS,0,NONE
TXN0046904,2026-01-15 05:50:00,660.59,SBI,AXIS,UPI,BHIM,NORMAL,1108.18,SUCCESS,0,NONE
TXN0046905,2026-01-15 05:51:23,242.62,INDUSIND,CANARA,UPI,Paytm,NORMAL,1296.61,SUCCESS,0,NONE
TXN0046906,2026-01-15 05:53:41,39.87,CANARA,HDFC,UPI,BHIM,NORMAL,673.08,SUCCESS,0,NONE
TXN0046907,2026-01-15 05:54:04,5469.84,KOTAK,IDFC,UPI,Paytm,NORMAL,956.34,SUCCESS,0,NONE
TXN0046908,2026-01-15 05:55:42,110.85,KOTAK,ICICI,UPI,BHIM,NORMAL,2204.78,SUCCESS,0,NONE
TXN0046909,2026-01-15 05:55:50,65.63,SBI,KOTAK,UPI,BHIM,NORMAL,1192.25,FAILED,0,INVALID_UPI
TXN0046910,2026-01-15 05:57:25,534.0,PNB,CANARA,UPI,PhonePe,NORMAL,1338.51,SUCCESS,0,NONE
TXN0046911,2026-01-15 05:59:39,512.22,SBI,BOB,UPI,Paytm,NORMAL,619.13,SUCCESS,0,NONE
TXN0046912,2026-01-15 06:00:59,444.14,HDFC,ICICI,UPI,Paytm,NORMAL,787.77,SUCCESS,0,NONE
TXN0046913,2026-01-15 06:01:03,260.21,BOB,KOTAK,UPI,GooglePay,NORMAL,1240.23,SUCCESS,0,NONE
TXN0046914,2026-01-15 06:01:32,279.64,IDFC,HDFC,UPI,Paytm,NORMAL,1821.7,SUCCESS,0,NONE
TXN0046915,2026-01-15 06:01:40,788.42,BOB,BOB,UPI,BHIM,NORMAL,1626.22,SUCCESS,0,NONE
TXN0046916,2026-01-15 06:04:22,266.19,KOTAK,AXIS,UPI,PhonePe,NORMAL,1084.95,SUCCESS,0,NONE
TXN0046917,2026-01-15 06:05:34,1781.37,AXIS,KOTAK,UPI,PhonePe,NORMAL,567.83,SUCCESS,0,NONE
TXN0046918,2026-01-15 06:06:00,589.43,IDFC,BOB,UPI,GooglePay,NORMAL,1155.02,SUCCESS,0,NONE
TXN0046919,2026-01-15 06:06:16,228.76,HDFC,PNB,UPI,GooglePay,NORMAL,988.39,SUCCESS,0,NONE
TXN0046920,2026-01-15 06:07:07,1161.75,ICICI,AXIS,UPI,BHIM,NORMAL,1225.16,SUCCESS,0,NONE
TXN0046921,2026-01-15 06:09:14,104.69,HDFC,AXIS,UPI,GooglePay,NORMAL,1339.89,SUCCESS,0,NONE
TXN0046922,2026-01-15 06:09:32,81.69,PNB,SBI,UPI,Paytm,NORMAL,1020.81,SUCCESS,0,NONE
TXN0046923,2026-01-15 06:10:15,1743.58,SBI,KOTAK,UPI,PhonePe,NORMAL,1499.65,SUCCESS,0,NONE
TXN0046924,2026-01-15 06:11:20,829.87,CANARA,INDUSIND,UPI,PhonePe,NORMAL,1570.8,SUCCESS,0,NONE
TXN0046925,2026-01-15 06:11:46,21.25,IDFC,ICICI,UPI,GooglePay,NORMAL,1791.03,SUCCESS,0,NONE
TXN0046926,2026-01-15 06:11:55,689.67,AXIS,CANARA,UPI,PhonePe,NORMAL,722.29,SUCCESS,0,NONE
TXN0046927,2026-01-15 06:12:39,1893.11,SBI,CANARA,UPI,Paytm,NORMAL,1351.39,SUCCESS,0,NONE
TXN0046928,2026-01-15 06:13:16,47.88,BOB,HDFC,UPI,GooglePay,NORMAL,452.13,SUCCESS,0,NONE
TXN0046929,2026-01-15 06:13:29,71.2,PNB,HDFC,UPI,GooglePay,NORMAL,1120.18,SUCCESS,0,NONE
TXN0046930,2026-01-15 06:14:16,142.55,ICICI,INDUSIND,UPI,Paytm,NORMAL,849.02,SUCCESS,0,NONE
TXN0046931,2026-01-15 06:17:18,1122.87,ICICI,AXIS,UPI,GooglePay,NORMAL,1201.02,SUCCESS,0,NONE
TXN0046932,2026-01-15 06:18:24,922.53,HDFC,SBI,UPI,Paytm,NORMAL,333.1,SUCCESS,0,NONE
TXN0046933,2026-01-15 06:19:07,457.31,PNB,BOB,UPI,GooglePay,NORMAL,594.85,SUCCESS,0,NONE
TXN0046934,2026-01-15 06:19:53,278.88,HDFC,CANARA,UPI,BHIM,NORMAL,1681.5,SUCCESS,0,NONE
TXN0046935,2026-01-15 06:20:08,164.34,KOTAK,BOB,UPI,PhonePe,NORMAL,838.83,SUCCESS,0,NONE
TXN0046936,2026-01-15 06:20:14,195.3,INDUSIND,IDFC,UPI,BHIM,NORMAL,1378.03,SUCCESS,0,NONE
TXN0046937,2026-01-15 06:21:00,642.87,AXIS,ICICI,UPI,Paytm,NORMAL,963.48,SUCCESS,0,NONE
TXN0046938,2026-01-15 06:23:41,1102.13,HDFC,INDUSIND,UPI,Paytm,NORMAL,1358.96,SUCCESS,0,NONE
TXN0046939,2026-01-15 06:25:14,116.3,CANARA,HDFC,UPI,Paytm,NORMAL,1248.0,SUCCESS,0,NONE
TXN0046940,2026-01-15 06:25:47,1142.92,SBI,CANARA,UPI,GooglePay,NORMAL,889.46,SUCCESS,0,NONE
TXN0046941,2026-01-15 06:26:24,4912.27,BOB,AXIS,UPI,GooglePay,NORMAL,891.46,SUCCESS,0,NONE
TXN0046942,2026-01-15 06:27:15,3988.86,PNB,AXIS,UPI,PhonePe,NORMAL,1024.05,SUCCESS,0,NONE
TXN0046943,2026-01-15 06:27:48,2774.49,CANARA,PNB,UPI,Paytm,NORMAL,1111.47,SUCCESS,0,NONE
TXN0046944,2026-01-15 06:27:50,641.37,IDFC,INDUSIND,UPI,Paytm,NORMAL,598.19,SUCCESS,0,NONE
TXN0046945,2026-01-15 06:29:08,670.0,BOB,KOTAK,UPI,BHIM,NORMAL,1372.53,SUCCESS,0,NONE
TXN0046946,2026-01-15 06:29:50,1172.16,INDUSIND,CANARA,UPI,GooglePay,NORMAL,1399.94,SUCCESS,0,NONE
TXN0046947,2026-01-15 06:31:29,459.76,IDFC,PNB,UPI,BHIM,NORMAL,918.07,SUCCESS,0,NONE
TXN0046948,2026-01-15 06:32:38,489.46,INDUSIND,PNB,UPI,PhonePe,NORMAL,1280.39,SUCCESS,0,NONE
TXN0046949,2026-01-15 06:33:01,180.8,SBI,INDUSIND,UPI,PhonePe,NORMAL,568.38,SUCCESS,0,NONE
TXN0046950,2026-01-15 06:36:53,248.18,INDUSIND,HDFC,UPI,Paytm,NORMAL,436.49,SUCCESS,0,NONE
TXN0046951,2026-01-15 06:37:18,2768.85,CANARA,BOB,UPI,PhonePe,NORMAL,1167.29,SUCCESS,0,NONE
TXN0046952,2026-01-15 06:37:46,754.43,INDUSIND,IDFC,UPI,GooglePay,NORMAL,2528.4,SUCCESS,0,NONE
TXN0046953,2026-01-15 06:39:46,310.53,CANARA,AXIS,UPI,PhonePe,NORMAL,1449.99,SUCCESS,0,NONE
TXN0046954,2026-01-15 06:40:37,248.09,HDFC,IDFC,UPI,BHIM,NORMAL,922.0,SUCCESS,0,NONE
TXN0046955,2026-01-15 06:41:58,1088.37,INDUSIND,SBI,UPI,PhonePe,NORMAL,1446.61,SUCCESS,0,NONE
TXN0046956,2026-01-15 06:42:54,1030.89,BOB,SBI,UPI,GooglePay,NORMAL,757.78,SUCCESS,0,NONE
TXN0046957,2026-01-15 06:43:05,101.26,CANARA,ICICI,UPI,Paytm,NORMAL,1749.2,SUCCESS,0,NONE
TXN0046958,2026-01-15 06:43:40,207.97,INDUSIND,IDFC,UPI,BHIM,NORMAL,643.81,SUCCESS,0,NONE
TXN0046959,2026-01-15 06:45:43,386.16,AXIS,HDFC,UPI,PhonePe,NORMAL,954.64,SUCCESS,0,NONE
